id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB020_ARTDef	GB021_ARTIndef	GB022_ARTPre	GB023_ARTPost	GB024_NUMOrder	GB025_DEMOrder	GB026_ADJDiscont	GB027_ComitConjDifferent	GB028_Clusivity	GB030_PRO3PGender	GB031_PRODualAug	GB035_DEMDistContrast	GB036_DEMElevation	GB037_DEMVisNonvis	GB038_DEMClassifier	GB039_NounNUMAllomorph	GB041_NUMSupplNoun	GB042_SingularNoun	GB043_DualBound	GB044_PluralBound	GB046_AssocPlural	GB047_NMZActionState	GB048_NMZAgent	GB049_NMZObject	GB051_GenderSex	GB052_GenderShape	GB053_GenderAnimacy	GB054_GenderPlants	GB057_NUMClassif	GB058_POSSClassifier	GB059_POSSAlienability	GB065_POSSPosdPosrOrder	GB068_PredAdjLikeV	GB069_AttrAdjLikeV	GB070_CoreCaseNoun	GB071_CoreCasePRO	GB072_ObliqueCaseNoun	GB073_ObliqueCasePRO	GB074_Prepositions	GB075_Postpositions	GB079_VPrefixing	GB080_VSuffixing	GB081_VInfix	GB082_PresentBoundV	GB083_PastBoundV	GB084_FutureBoundV	GB086_AspectBoundV	GB089_S-ArgSfxV	GB090_S-ArgPfxV	GB091_A-ArgSfxV	GB092_A-ArgPfxV	GB093_P-ArgSfxV	GB094_P-ArgPfxV	GB095_CaseSplitTAM	GB096_CaseSplitVerbClass	GB098_CaseSplitPerson	GB099_VSupplPerson	GB103_BenefApplBoundV	GB104_AppInstrBoundV	GB105_CaseRecipientObj	GB107_NEGBoundV	GB108_DirLocBoundV	GB109_VSupplNUM	GB110_VSupplTA	GB111_VerbClass	GB113_TransitivizingBound	GB114_ReflBoundV	GB115_RecipBoundV	GB116_VClassifiers	GB117_CopulaPredNom	GB118_SerialV	GB119_MoodAUX	GB120_AspectAUX	GB121_AUXTense	GB122_VCompounding	GB123_LightVerb	GB124_NounIncorpIntrans	GB126_ExistentialV	GB127_PostureVerbs	GB129_FewVerbs	GB130_OrderSVIntrans	GB131_TransVInitOrder	GB132_TransVMedOrder	GB133_TransVFinalOrder	GB134_MainSubSameOrder	GB135_SUBClauseInOPosition	GB136_WordOrderFixed	GB137_NEGFinal	GB138_NEGInitial	GB139_NEGProhibitive	GB140_SameNEGLocExistNom	GB146_VControl	GB147_PassiveBoundV	GB148_AntipassiveBoundV	GB149_InverseBoundV	GB150_ClauseChain	GB151_SwitchReference	GB152_SimulSeqBound	GB155_CAUSBound	GB156_CAUSSay	GB158_RedupV	GB159_RedupNoun	GB160_RedupOther	GB165_TrialBound	GB166_PaucalBound	GB167_PROLogophore	GB170_ADJGender	GB171_DEMGender	GB172_ARTGender	GB177_AnimacyBoundV	GB184_AdjNUM	GB185_DEMNum	GB186_ARTNum	GB187_DIMBound	GB188_AUGBound	GB192_GenderPhono	GB193_OrderADJ	GB196_PRO2PMascFem	GB197_PRO1PMascFem	GB198_NUMGender	GB203_QUANTOrder	GB204_QUANTUniversal	GB250_PredPOSSHabeo	GB252_PredPOSSLoc	GB253_PredPOSSDat	GB254_PredPOSSAdnom	GB256_PredPOSSComitative	GB257_QIntonation	GB260_QWordOrder	GB262_QPartInitial	GB263_QPartFinal	GB264_QPartMedial	GB265_COMPARExceed	GB266_COMPARLoc	GB270_COMPARConjoin	GB273_COMPAROtherMarker	GB275_COMPDegreeBound	GB276_COMPDegreeFree	GB285_QPartVMorph	GB286_QVMorph	GB291_QTone	GB296_Ideophones	GB297_QVNotV	GB298_NEGAux	GB299_NEGPart	GB300_VSupplGive	GB301_Inclusory	GB302_PassiveFree	GB303_AntipassiveFree	GB304_PassiveA-ArgOvert	GB305_PRORefl	GB306_PROReciproc	GB309_MultiplePastFuture	GB312_MoodBoundV	GB313_PROPoss	GB314_AUGgender	GB315_DIMGender	GB316_SingularFree	GB317_DualFree	GB318_PluralFree	GB319_TrialFree	GB320_PaucalFree	GB321_GenderUnpredict	GB322_EvidSense	GB323_EvidIndirect	GB324_QV	GB325_QCountMass	GB326_QInSitu	GB327_RELPost	GB328_RELPre	GB329_RELInternalHead	GB330_RELCorr	GB331_RELAdjoined	GB333_NUMDecimal	GB334_NUMQuinary	GB335_NUMVigesimal	GB336_NUMBodyTally	GB400_PersonNeutralized	GB401_PatientLabile	GB402_VSupplSee	GB403_VSupplCome	GB408_Accusative	GB409_Ergative	GB410_NeutralAlign	GB415_PRO2PPoliteness	GB421_ComplThinkKnowPre	GB422_ComplThinkKnowPost	GB430_POSSPfxPosr	GB431_POSSPfxPosd	GB432_POSSSfxPosr	GB433_POSSSfxPosd	GB519_MoodAuxPart	GB520_AspectAuxPart	GB521_TenseAuxPart	GB522_PRODrop
haro1237	Haroi	13.2201	108.995	Eurasia	Austronesian	0	0	0	0	1	2		0		0		0	0	0	0										0	0	0	0	1	0		2			0	0	0	0	1	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0			0			1	0	0	0		0	0			0			0	1	0	1	0				0	0																		0	0	0				0	0	0	0			0	0			1	0	0	0	0						0	0	0	0	0	0						0	1		0					0	0			0	0						0															0				0	0	1		0	0							0	0
haru1245	Haruai	-5.09522	144.3375	Papunesia	Piawi	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	3	0		0	0			0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1		0			1	1	0	0	1		1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0		1	0	0	0		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
hass1238	Hassaniyya	18.29	-14.11	Africa	Afro-Asiatic	1	0	1	0	3	3	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	2			0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1		1	1	0	1					0	0	0	1	0	0	2	1	0	0			1	0	1	1	1	0	1	0	0	0	0	0	0	0		0	0	0	0		1	1	0	0	1	1	0	1		1	2	1	0	1			0	1	0	0	0						0	1	0	1	0	0						0	1	0		0	0		0			1	0		0	0	0	0	0	0	0			0		0	1	0				1	0	0	0																		
hata1243	Hatam	-1.13531	134.037	Papunesia	Hatam-Mansim	0	0	0	0	2	2	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1					1	0	1	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0				0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1																																																																																												
haus1257	Hausa	11.1513	8.7804	Africa	Afro-Asiatic	1			1	2	3		0	0	1	0	1	0	0	0		0	0	0	1	1		1	1	1	0	0	0	0	0	0	2		0	0	1			1	0							1					0	0					1				1			1	1	0	0		1		1	1					1		0	1	0	1	0	1		1	1	1	1		1	1	0				1	0	0	1	1	1	0	0	0	1	1	1		1	1	1	0	0	1	3	1	0	0	3	1						1		1	1		1	0	0	0	0	0																																																									
hava1248	Havasupai-Walapai-Yavapai	35.6302	-113.385	North America	Cochimi-Yuman	1	0	0	1		2	0	0	0	0	0	1	0	0	0	0	0	0	0	1			1	1	0	0	0	0	0	1	1	2	1	0	1	1	1	1	0	1	1	1	0	0		1		1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0			0			0	1	0	0	1		1	1	1	1	1	0		1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1			1	1	0	2	0	0				1	0	0	0	0	1	0	0	0	0							0	0	0		0	1	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0		0	1	0	0	0	0				0	0		0	0	1	0	0	0		0	0	1	1	0	1	0	0	1
hawa1245	Hawaiian	19.6297	-155.43	Papunesia	Austronesian	1	1	1	0	1	3	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1		1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	0	0	0	0	0	1	0	0	0	0		0	0	0	0			1	0	0	2	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	2		0			1		1	0	0	0	0	1	1	1	1	0	1	0	0	0			0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0			0	0	0	0	1	1	0	1
hdii1240	Hdi	10.942	13.6881	Africa	Afro-Asiatic	1	0	1		2	3		1	1	0	1	1	0	1	0				0	1	1	1	1	1	0	0	0	0		0	0	2	0	0	0	0	0	1	1	0		1	1	0	1	1	1	1		1		1						1	1	1	0	1	1	1						1		1	1	1				1		0	2	1	0	0	1	1		1	0	1	1	1			1		1	0	1		1		1	0	0		0	0	0		0	0				0	2	0	0	0	2	1							0	0	1	0	1	1		1	0	0	0	0																																																							
hebr1245	Modern Hebrew	31.1056	35.0179	Eurasia	Afro-Asiatic	1	0	1	0	3	2	0		0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0		0	0	0	0	1	0	1	1	0	1	1				0	0	0	0	0	0	1	0	1	0	1	1		1	1	1	1	0	1	0	0	0	0	0	0	0				0	0	0	1	1	0	0	1	1	0	1	0	1	2	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0		1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0																		
hehe1240	Hehe	-7.71572	35.7255	Africa	Atlantic-Congo	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0				0	0	1	0	0	0	0	2	0	1	0	0	1		1	0	1	1	0	1	1	1		0	1	0	1	0	1	0	0	0	0	1	1		1	0	0	0	0		1	1	0	1		0		0			0		0	0	1	0	1	0	1		1	0	0	0			1						1	0				0	0		1	1	0		1	1	0			0	2	0	0	1	2		0	0	0	0	1						1	1	1	0	0	0						0	0	0		0			0	0		1	1			0	0	0	0	0	1			0		1	1	0	0	0	0	1	1	0	0	0		0	0	0	0	1	0			0	0	0	0	0		0	1
heil1246	Heiltsuk-Oowekyala	51.7045	-127.221	North America	Wakashan	0	0	0	0		2	0	1	1	0	0	1	0	1	1	0	0		0	0	0				0	0	0	0						0	1		1		1	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0			0	0	1	0	0	0				0			0	0	0						0	2	1	0	0	1	1	1	0	1		0	0	1				0	0			0	0	0	0	0		0	0	0	0	0	1	0			0	1	0	0									0	0	0	0	0							0	1	0		0	1	0		1			1	0	0		1				0	0	0	0	0	0	0	1	0			1	0	0	0	0					0				0	0	1	0		0					0	0	0	1
here1253	Herero	-21.0231	20.5655	Africa	Atlantic-Congo	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	2			0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0		1	0	1	0		0	0		0	1	0	1	0	1	1	1	0	0	1		0	1	0	0	0	0	0	1	0	1		1	0	0	0	1	1	0	0	1	1	0	0	0	1	2	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1		0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1
hert1241	Hertevin	37.373	42.5192	Eurasia	Afro-Asiatic	0				1	1				1		0	0	0	0	1	0	1	0	1	0				0	0	0	0	0	0									1	0			0	0		1											0				0						0	0		1										0								0	1		0													0	0		1	1			1	1				0		0	0	0			1																					0	1						1	1	1										1						0	1	0	0	0	1	0	0	0				1				0						1				0
hida1246	Hidatsa	47.7534	-102.528	North America	Siouan	1	0	0	1	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	1				1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1		0	1	1	1	0	0		1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0			1		1	0	0	1	0		0	0	0	1	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0		1	0	0	0	0			1	0	1	1	0			0	1	0	1				1
hier1240	Hieroglyphic Luwian	40.019722	34.615278	Eurasia	Indo-European	0	0	0	0	1	1			0	0	0	0	0	0	0	1		1	0	1		1	0	0	0	0	1	0	0	0	0	1		0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0		0		0	0		0	0				1	0		0	1		0	1	0	0	0	0			0	1	0	0	1			0			1			1	0	0	0	0		1	0	1	0	1	0	0	0	1	0	0	0	1	1	0			0	1	0	0	1	3	0											0	0	0	1	1	0						0	1			0	0		0		0	1	0			0	0	0	0	0	0			0	0	0	1	1		0		1	0	0	0	0				1	0	0	0	0	1	0	0	1	0	0	0	0	
high1243	Highland Totonac	20.3798	-97.6159	North America	Totonacan		0		0	1				1							1		0	0	1	0		1	1	0	0	0	0	1			2	1		0	0	1		0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1			1	1	1	1	0	0	1	1	1	0	1		0	0		0	3			0		1		0	1		1		1	1	0	0	0	0	1	0				0	0	0	0		0	0				0	0	0		0	0	0																								0	1			0	0	0	0	0	0	1		0	0		0	0	0	0	0						1	0	0	0	0	0	0	1	0	0				0	0	1	0			0	1	0	1				1
high1276	Highland Popoluca	18.198	-94.9109	North America	Mixe-Zoque	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0		1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1		1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1		1		1	1		0	2	1	0	0	1	1	1	0	1	1	0		1	1	1	0	0	1	1	0	1		1	0	0	0	0	0	0	0	0	1		0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1
high1278	Highland Puebla Nahuatl	20.1554	-97.5556	North America	Uto-Aztecan	1	0	1	0					0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0		1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0		1	0	0	0	1	1	1	0		0	0	0	0	1	0	0		0	0	1	0	1	0								0		0					1	0	1	0		0	0	0	0	0	0	0		1	0	0	0	0		0	0	0																						0				0	0	0	0		0	0	1	1		0	0	0	0	0	0	0	0	0	0									0	1	1	0	0		0	0	0	0	1	1			0	1	0	1	0	0	0	1
hili1240	Hiligaynon	10.4018	122.974	Papunesia	Austronesian	1		1	0	1	2	0		1	0	0	1	0	0	0	0	0	0	0	0	1	1	1						0	0	0	3			0	1	0	0		0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0								1		0		1			1	1		0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1																																																																																												
hind1269	Hindi	25.0	77.0	Eurasia	Indo-European	0	0	0	0	1	1		1	0	0	0	0	0	0	0	0		1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1		1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1			1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1		1	1	0	0	0	3	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0		1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0		0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
hinu1240	Hinuq	42.4502	45.8064	Eurasia	Nakh-Daghestanian	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0				1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1		0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1																																																																																												
hixk1239	Hixkaryána	-0.16265	-58.80153	South America	Cariban		0	0	0	1	2	1		1	1	0	1	0	0	0	1		0	0	1		1	1	1	0	0	1	0	0		1	1		0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0		1	0	0	1	1			1	1	1	1	0	1		1					0	0		0	2	0	1	0	0	1	1	0	0	0	0		1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1		1	0	1	1	0	2	0	0	0						1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0		0	0	0		0	0	1	1	0	0	0	0	0		0	0	0	1	1	0	1	0	1				1	1	0	0	0	0				0	0	1	0	0	0	0	1	0	1	1			1
hlai1239	Hlai	18.8062	109.459	Eurasia	Tai-Kadai	0	0	0	0	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	1	1	1	0	1			1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1																																																																																												
hler1235	Hlersu	24.4	101.4	Eurasia	Sino-Tibetan	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0																																																																																																																									
hoaa1235	Amkoe	-23.93447	24.69828	Africa	Kxa	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0		0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
hoav1238	Hoava	-8.19679	157.595	Papunesia	Austronesian	1		1	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0		1	0	1	0	0	0	0	0	1	1	2	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0		0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	2	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1	0	0			1		1	0	0	0	0							0	0	0		0	0	1		1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0			0	0	0	1	0	0	0	0	1	0	0	0	0	1			1		1	0	1	0	0	0	0	1	0	1	1	1
holo1240	Holoholo	-5.37545	28.3274	Africa	Atlantic-Congo	0	0	0	0	2	3	0	0	1	0	0	1	0	0	0	1		1	0	1		1	1	1	0		1		0		1	2			0	0	1	1	0	0		1	0	0	1	1		0	1	0	1	0	1	0	0	0	0	0	0		1	0	0		1	1	1	1		1					0	0	0	1		0	1	0	1	0	1	1	1	0	1		1	0	1	0		0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	2	0	0	1	2	0	0					0	0	1	0	0	1						0	0	1		0	0	0	0	1	0	0	0		0	1	1	0	1	1	0	0	0	0	0		0	0	0	0	1	1	0	1			0	1	0	0																		
homa1239	Homa	4.97912	28.0039	Africa	Atlantic-Congo					2	2			0	0	0																												1	0		0																												1								1																																							2	0	0																																																																		0										
hone1235	Hõne	9.79715	10.9206	Africa	Atlantic-Congo	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0		0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0		0	0	1	1				1	1	0	0	0	0	1	1	0	0		1	0	0		0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0				0	0	1		1	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	2		0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1		0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0		1			1	0	1	0			0	0	0	1	1	1	0	0
honi1244	Honi	23.2074	101.886	Eurasia	Sino-Tibetan	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1		1	0	0	0	0	1	0	0	1	0		1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			1		0	1	0	0	1	1	1	1	0	1	1	1		0	0	0		0	0	0	0	1	1		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0			1					0	0	0	1	0			0		0	1	0	0	0		1	0	1	0		0	0	1	1	0	0	0	0	0	0	0	0	1	0		0			0		1						1	0	0	0	0	0	0	0	1		1	0	0	1	0	0	0	0	0	1	0	1
hooo1248	Ho	23.9596	87.1188	Eurasia	Austroasiatic	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1		1	1	0	0	0		0		0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1		0	1	0	1	1				1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0		0	0	0		0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0			0	1	0	1	0		0			1									0		0	0	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0				0		1	1	0	0	0	0	0	1	0																		
hote1245	Hote	-7.07708	146.869	Papunesia	Austronesian	0	0	0	0	2	2	0	1	1	0	1	1	0	0	0	0		0	0	0					0	0	0	0	0	0	1	1			0	0	0	0	1	0	1	0	0				0	0	1	0	1	0	0	0	0	0		0	0	0	0	0			1	0			0	0		0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0						0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	1						0	1	1	0	0			1	0	0	1	0	0	0	0	1	0	1	1	1		1
hozo1236	Hozo	9.38875	34.60448	Africa	Blue Nile Mao	1	0	1		2	1			0	1	0	1	0	0	0	1		0	0	0		1		1	1	0			0			1		0		1	1	1	0	1		1		1	1	1	1	0	0	0	0	0	0			0					1					1		1		1											1	0	0	1			1	1	0		0		1						1		1			0	0			1	1	0	1	1	1				1	0	0	0																								0	0					1					0			1	0	1	0	0													1		0	0				1	0		0			0	0	1	0				0
hrus1242	Hruso	27.27	92.63	Eurasia	Hruso	0	0	0	0	2	3			0	0	0	0	0	0	0	0		0	0	1					0	0	0	0	0	0		1	0	0						1				1	1	1	1	0	0	0	0	0	0				1				1																			0	1	0	0	1			1	0		1														0	0		0	0	0		0	0	0			0	3	0	0	0													0		0	1	1	0					0	0											0	0	0	0	0	0	0	0	0			0	0	0						1	0	0	0					1			0			0	0	0	0				
huaa1248	East Taa	-24.20022	20.79583	Africa	Tuu	0	0	0	0	2	2	0	1	0	1	0		0	0	0		1	0	0	1	1	1		1	0		1	1	0	0	1	1		0	0	0	0	1	1		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	1	1	0	0	0	1		0	1	0	0	1	0	1	0	1	1	1	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	1	1	0	0	1	0	0		0		2	0	0	1	2			0	0	0	1	0	0	1	0	0							0	0	0	0	0	0	1	0	0	1	0	1	1			0	0	0		0	0	0	0	0	1	0	0	0		0	1	0	0			0	0	0	0	0		0	0	0	0	1	0			0	0	0	0		1	1	0
huaa1250	Hua (Yagaria)	-6.353409	145.339379	Papunesia	Nuclear Trans New Guinea	0	0	0	0	3	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1					0	0	1	3	0		0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1				1	1	0	1	1	0	0	0	1	1	0	0	0	1		1	1	1		1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1																																																																																												
hual1240	Central Lisu	26.91	98.94	Eurasia	Sino-Tibetan	0	0	0	0	2	2	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0		0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1
