id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB020_ARTDef	GB021_ARTIndef	GB022_ARTPre	GB023_ARTPost	GB024_NUMOrder	GB025_DEMOrder	GB026_ADJDiscont	GB027_ComitConjDifferent	GB028_Clusivity	GB030_PRO3PGender	GB031_PRODualAug	GB035_DEMDistContrast	GB036_DEMElevation	GB037_DEMVisNonvis	GB038_DEMClassifier	GB039_NounNUMAllomorph	GB041_NUMSupplNoun	GB042_SingularNoun	GB043_DualBound	GB044_PluralBound	GB046_AssocPlural	GB047_NMZActionState	GB048_NMZAgent	GB049_NMZObject	GB051_GenderSex	GB052_GenderShape	GB053_GenderAnimacy	GB054_GenderPlants	GB057_NUMClassif	GB058_POSSClassifier	GB059_POSSAlienability	GB065_POSSPosdPosrOrder	GB068_PredAdjLikeV	GB069_AttrAdjLikeV	GB070_CoreCaseNoun	GB071_CoreCasePRO	GB072_ObliqueCaseNoun	GB073_ObliqueCasePRO	GB074_Prepositions	GB075_Postpositions	GB079_VPrefixing	GB080_VSuffixing	GB081_VInfix	GB082_PresentBoundV	GB083_PastBoundV	GB084_FutureBoundV	GB086_AspectBoundV	GB089_S-ArgSfxV	GB090_S-ArgPfxV	GB091_A-ArgSfxV	GB092_A-ArgPfxV	GB093_P-ArgSfxV	GB094_P-ArgPfxV	GB095_CaseSplitTAM	GB096_CaseSplitVerbClass	GB098_CaseSplitPerson	GB099_VSupplPerson	GB103_BenefApplBoundV	GB104_AppInstrBoundV	GB105_CaseRecipientObj	GB107_NEGBoundV	GB108_DirLocBoundV	GB109_VSupplNUM	GB110_VSupplTA	GB111_VerbClass	GB113_TransitivizingBound	GB114_ReflBoundV	GB115_RecipBoundV	GB116_VClassifiers	GB117_CopulaPredNom	GB118_SerialV	GB119_MoodAUX	GB120_AspectAUX	GB121_AUXTense	GB122_VCompounding	GB123_LightVerb	GB124_NounIncorpIntrans	GB126_ExistentialV	GB127_PostureVerbs	GB129_FewVerbs	GB130_OrderSVIntrans	GB131_TransVInitOrder	GB132_TransVMedOrder	GB133_TransVFinalOrder	GB134_MainSubSameOrder	GB135_SUBClauseInOPosition	GB136_WordOrderFixed	GB137_NEGFinal	GB138_NEGInitial	GB139_NEGProhibitive	GB140_SameNEGLocExistNom	GB146_VControl	GB147_PassiveBoundV	GB148_AntipassiveBoundV	GB149_InverseBoundV	GB150_ClauseChain	GB151_SwitchReference	GB152_SimulSeqBound	GB155_CAUSBound	GB156_CAUSSay	GB158_RedupV	GB159_RedupNoun	GB160_RedupOther	GB165_TrialBound	GB166_PaucalBound	GB167_PROLogophore	GB170_ADJGender	GB171_DEMGender	GB172_ARTGender	GB177_AnimacyBoundV	GB184_AdjNUM	GB185_DEMNum	GB186_ARTNum	GB187_DIMBound	GB188_AUGBound	GB192_GenderPhono	GB193_OrderADJ	GB196_PRO2PMascFem	GB197_PRO1PMascFem	GB198_NUMGender	GB203_QUANTOrder	GB204_QUANTUniversal	GB250_PredPOSSHabeo	GB252_PredPOSSLoc	GB253_PredPOSSDat	GB254_PredPOSSAdnom	GB256_PredPOSSComitative	GB257_QIntonation	GB260_QWordOrder	GB262_QPartInitial	GB263_QPartFinal	GB264_QPartMedial	GB265_COMPARExceed	GB266_COMPARLoc	GB270_COMPARConjoin	GB273_COMPAROtherMarker	GB275_COMPDegreeBound	GB276_COMPDegreeFree	GB285_QPartVMorph	GB286_QVMorph	GB291_QTone	GB296_Ideophones	GB297_QVNotV	GB298_NEGAux	GB299_NEGPart	GB300_VSupplGive	GB301_Inclusory	GB302_PassiveFree	GB303_AntipassiveFree	GB304_PassiveA-ArgOvert	GB305_PRORefl	GB306_PROReciproc	GB309_MultiplePastFuture	GB312_MoodBoundV	GB313_PROPoss	GB314_AUGgender	GB315_DIMGender	GB316_SingularFree	GB317_DualFree	GB318_PluralFree	GB319_TrialFree	GB320_PaucalFree	GB321_GenderUnpredict	GB322_EvidSense	GB323_EvidIndirect	GB324_QV	GB325_QCountMass	GB326_QInSitu	GB327_RELPost	GB328_RELPre	GB329_RELInternalHead	GB330_RELCorr	GB331_RELAdjoined	GB333_NUMDecimal	GB334_NUMQuinary	GB335_NUMVigesimal	GB336_NUMBodyTally	GB400_PersonNeutralized	GB401_PatientLabile	GB402_VSupplSee	GB403_VSupplCome	GB408_Accusative	GB409_Ergative	GB410_NeutralAlign	GB415_PRO2PPoliteness	GB421_ComplThinkKnowPre	GB422_ComplThinkKnowPost	GB430_POSSPfxPosr	GB431_POSSPfxPosd	GB432_POSSSfxPosr	GB433_POSSSfxPosd	GB519_MoodAuxPart	GB520_AspectAuxPart	GB521_TenseAuxPart	GB522_PRODrop
aghw1237	Aghwan	40.374444	47.126667	Eurasia	Nakh-Daghestanian	1		1	0	1	1		1	0	1	0	0	0	0	0	1	0	0	0	1		1	1	0	1	0	0	0	0	0	0	3	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0		0	0	1	1	1		1			0	0	0	1	0				1	1	0	1		0	1	0	1	0				0	1	1	1		0	0	0	0	0			1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0						0	1	0	0	0	1				0		0	1		0	0	0	0	1	1		1		0	0	0	0	0	0	0	0	0	0	0	1		1	0	0	0	0	1	0	1	0																		
agob1244	Agob-Ende-Kawam	-9.08521	142.532	Papunesia	Pahoturi	0	0	0	0	3	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	1
agua1253	Aguaruna	-5.30044	-77.9218	South America	Chicham		1	1		3	1	0	1	0	0	0	1	0	1	0	0		0	0	1		1	1	1	0	0		0	0	0		1	1	0	1	1	1	1	0		0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1		1	1		0	0	0	1	1	1	0	1		1	1	1			0	1		0	1	0	0	1	1	1	0	1	0	1	0	0			0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1					0	0	0	0	0	1	0	0	0	0	0	0	1	0		0	0	0	0						0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
agus1235	Agusan Manobo	8.62731	125.742	Papunesia	Austronesian				0		1			0	0	0	0	0	0	0	0		0	0	0					0	0	0	0		0	0	2	0	1	0	1	0	1	1	0	1	1		0	0	1	0	1	0	1	0	0	0	0	1	0					0		0	0	0				0	0				0	0		0	1			2	1	0	0				0	1		0		1	0	0									0	0		0	0	1	0						0	3	0	0	0																					0			1	0			0		1			0	1	0	0	0		0	0	0	0	0	0	0	0												0				1	1	0	0			0	0	0	1			0	1
agut1237	Agutaynen	10.5328	119.655	Papunesia	Austronesian	1	1	1	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1		1	1	1	0	0	0	0	0	0		3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1		1	0	0	0	0	0	0				1		0	2	1	0	0		1	0	0	1	1	0	1	0	0	0		0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0			0	3	0	0	0								1	0	0	0	0							0	0	0	0	0	0	1			0	0	0		0	0	0	1	0	0	0	0	1	0	0	0			0	0	0	1	0	0	0	0	1	0	0	0	0				0	0	1	0			0	0	0	0	1	1	0	1
aheu1239	Thavung	17.7655	104.229	Eurasia	Austroasiatic	0	0	0	0	2	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1		0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1
ahin1234	Ahin-Kayapa Kalanguya	16.321	120.90003	Papunesia	Austronesian	1	1	1	0		1			0	0	0	1	0	0	0	0		0	0	0											0	2			0	0	0	1			1	1	1	1	0	0	1	1	1	1	1	0	1	1				1	1	1	1	1			1		1	1				0	1							0	2	1	0	0	0		1	0	1		0			1		1			1		1							0	0			0	0					0	0										0	0	0	0							0	0	0		0	0	1				0		0	0	0	1	1			1	0	1	0	0			1				1	0	0	0	0									0	1	0	0			0	0	0	0	0	0		0
ahom1240	Ahom	27.2778	88.464	Eurasia	Tai-Kadai	0	0	0	0	2	2	0		0	0	0	0	0	0	1	0	0	0	0	0	0				0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0							0	0	0	0	1	0	0	0	0	1	0	0	0		1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0		0	0	0	0	0	0	1	0	0	0	0	0		1	1	
aika1237	Aikanã	-12.6695	-60.5353	South America	Aikanã	0	0	0	0	1			1	0	0	0					0		0	0	0		1			0	0	0	0	0	0		3	1		1		1	1			0	1		0	1	1	1	1	0	1	1	1	0		1			1			1	1			1	1			1								1	1			1	0	0	1				1	1										0	0	1			0	0		0	0	0		0		0	1		0	3	0	0	0			1						0	0	0	0							0	1	0		0	0	1						1		1		1	0	0	0	0	0	0	0	0																																
aime1238	Aimele	-6.68656	142.656	Papunesia	Bosavi	1	1	0	1	2	2	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0				0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1		0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0			0	2	0	0	0	2			1	0	0	0	1	0	0	0	0							0	0	0	0		0	1	0	0	0	0	0	0	0	0	1		0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0			0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1
ainu1240	Hokkaido Ainu	43.633654	142.46167	Eurasia	Ainu	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0			0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1		1	1			0	1	1	1	1			1	1	1		1		1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0		1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	1			0	0	0	1					1	0	0	1	1	0	1	0	1	0	1	1	1	0	1
aito1238	Aiton	26.5145	92.3169	Eurasia	Tai-Kadai	1	0	0	1	3	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1		1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1																																																																																												
ajab1235	Aja (Benin)	7.06634	1.64992	Africa	Atlantic-Congo	1	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1		0	1	0	1	0		0		1	0	1		0	0	0	0		0	0	0	0	1	0	1	0	0	1	0	0	0	0			0	1	0	0	2	0	0	0	2	1						0	0	0	1	0							0	0	0	0	0	0	1	0	0	1	0		0	0	0	0	1	0	0	0	0	1	0	0	0			0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0
ajas1235	Aja (South Sudan)	8.58003	25.6122	Africa	Kresh-Aja		0	0		1	2	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	1	2	1	1	0	1	0		1	0		1	0	0	1	1		1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1		1		0	0	0	1	0				0		0	1		0	1	0	1	0		1	1	1	0		0		0		0	0					0			0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0			0	0	0	1	0			0	0	0	0	1	0	0		0	0	0				0	1			0	0		1	0	0	0		0	0	0	0	0	0	0	0	0	0				1						1																				
ajie1238	Ajië	-21.3029	165.468	Papunesia	Austronesian	0	0	0	0	1	2	0	1	1	0	1	1	0	0	0	0		0	0	0		1			0	0	0	0		0	1	2	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		1	0		1	1	0	1				1		0	2	0	1	0		1		0	0	1	0	0			0		0	0	1	0	1		1	0	0	0	0	0	0	0	0	0	0			0	2	0	0		2					1		1	0	0	0	0							0	0	0		0	0	1	0	1					1		0	0	0	0	0	1	1	0	0	0				0	1	1	0	0	0	0		1					0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	
akab1249	Akabea	12.3782	92.7818	Eurasia	Great Andamanese	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0		0	0	0	0	1	0	0	1		1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
akaj1239	Akajeru	13.1525	92.9504	Eurasia	Great Andamanese	0	0	0	0	2	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0				0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1		0	0	0	1	0	0	1	1	0	0	0																																																																																												
akan1250	Akan	6.34756	-1.33254	Africa	Atlantic-Congo	1	0	0	1					0	1	0					1		1	0	1			1		0	0	1	0								1		0			1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0				1	1			0							1	1	0	0														0	0	1					0		0		0	0	1	1	1	0	0										0	0		0	0																																																																												
akei1237	Akei	-15.6377	166.767	Papunesia	Austronesian	0	0	0	0	2			1	1	0	0	0	0	0	0	1		0	0	0					0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0								0	1	0	1	1	0	0	0	0			0			1			0				0	0							0				1	0	1	0	1		1	0	0	1			0						0					0	0		0	0	0	0	0	0	0			0	2	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0		0					0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1		1						0	1	0	0	0				1	0	1	0			0	0	0	1	0	0	0	1
akha1245	Akha	21.2309	100.964	Eurasia	Sino-Tibetan	0	0	0	0	2	2		1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1		0	0	0	0	0	1	0	0	0		0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0			0	0	0	0	0	0	1		1	1		0	1	0	0	1		1	1	0	0	1			0		0		1		0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	2							0	0	0	1	0	1	0	0	1	0	1	0	0	0		0	0	1				0	1			0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0					0				0	0	1	0			0	0	0	0	1	1	1	1
akka1240	Akkadian	33.1	44.1	Eurasia	Afro-Asiatic	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0		0	1	1	0	1	1	1	1	0	0	0	0	0		2	0	0	1	1	0	1	1	0	1	1	1		1		1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1		1	1	0	0		0	0	0	0			0	0			0	0	1	1		0	0	1	1	1		1	0	0			1	1	0	1		1	0			1	1	0	0	1	1	0	0	0	1	2	1	0	1	2	0	0		0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0		0	0	0	1	0	0	1	0	0	0	0	0	0	0		1	0	0	0	0		1	0		0	0	1	0	0	0		0			1	0	1	0			0	0	0	1	0	0	0	
akla1241	Kailibo Aklanon	11.5543	122.354	Papunesia	Austronesian	1	1	1	0	1	3		1	1	0	0	1	0	1	0	1	0	0	0	0	1	1		1	0	0	0	0	0	0	0	2	1		0		0	1	1		1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0		1	1	1	0		0	0		1	0	0	0	0		0	0	0			0	1	0	0	3	1		0	0		0	0	1	1		0			0			1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0			0	0	0	0	0	1	0	0	0	0	0	0	0			1	0	0	0		0	0	1		1				1		0	1		0	0	0	0	1	0	0	0	0		0	0	0	1	0	0	0						0						0	0			1	0	0	0	0	0	0	1
akoo1248	Akoose	4.9243	9.65522	Africa	Atlantic-Congo	0	0	0	0	2	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0		1		0	0		3	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0		0	0	3	0	0	1	2	1	1	0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0		0	0	0	0	0		0	0	0		0	1	0	0	0	0	1	0	0	0	0		0		0	0	1	0	1	0	0	0	0	0	0	0	0	1
akun1241	Akuntsu	-12.8322	-60.9716	South America	Tupian	1	0	0	1	1	3	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1		1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0			0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1		0	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	1		1	0	0	0	0	1	0	0	0	0							0	0	0	1	0	0	1	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0			0		0						0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
alab1237	Alabama	30.76738	-94.62848	North America	Muskogean	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0		0	1	1	1		1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0				0	1	0	1	0	0	1	1	1	0	0	0	1		1	1	0	0	1	1		1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2		0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0		0	0	0	0		0	0		0	0	0	1	0	0	0	0	0	0	0	0	0			0		0	0	0	0	0	0					0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
alab1254	Alaba-K'abeena	7.39014	38.1732	Africa	Afro-Asiatic	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0		0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0		0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	3	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0		1	0	1	0	0	1	0	0	0	0	1
alac1244	Alacatlatzala Mixtec	17.25	-98.58	North America	Otomanguean	0	0	1	0	1	1		0	1	1	0	0	0	1	0	0		1	0	1	0				1	1	1	0	0	0	0	2	1	0	0	1	0	0	1	0	1		0	0	0	0	1	1	0	1	0	1	0	0		1		0	0	1	1		1	1	1	1	0	0	0	1		1	1		0	1	0	1		0	2	1	0	0	1	1	1	0	1	1	0		1		0	0	0	0	1	0	1	0	1	0	0	0	1		0	0	1					0	2	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0		1		0	0	1	0	0	0		0	0	1		0				1	1		1	0			0	0		0	0				0	0	0	1					0	0	1	0			1	1	1	0	1	0	1	0	0	0	0	1	1			0
alag1248	Alagwa	-4.64148	35.7231	Africa	Afro-Asiatic	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0		1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0		0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	2		1		0	1		1	0	0	0	0	0	0	0	1	0	0	0	0	0	1		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0		0	0	0		1	1	0	0		0	1	0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
alam1246	Alamblak	-4.66307	143.316	Papunesia	Sepik	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0			0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0				0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1																																																																																												
alba1269	Inland-Buhi-Daraga Bikol	13.1989	123.49	Papunesia	Austronesian	0	0	0	0	1		0		1	0	0	1	0	0	0	0	0	0	0	1	1				0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1			0	1	0	1	0	0	0				1	0	1	0	0	0	1				0		0	0	0				1		0	2	1	0	0			0	0	1		1								1	0			1	0	0	0	0	0	0		1	0	0	1		0	1	0	0	0				1	0	1	0		0	0	0	0							0	0	0		0	0	1	0							0			0	0	0	0	0	0	0	0	1	1													0		0	0	0	1	0	0			0	0	0	0	0	1	0	
aleu1260	Aleut	52.1228	-174.29	North America	Eskimo-Aleut	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1		1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0		0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	2	1	1	0	0	1	0	0	0	0	1	1	0	0		1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1
alor1247	Alorese	-8.20382	124.264	Papunesia	Austronesian	0	1	0	1	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0			0	1	0	1	0	1	1	1	1	0	1	1		0	0	0				0	0	1	1	1	0	0		0	0	0	0	0	0	0	0	0	0	2	0	0	0	2		1			0			0	0	0	0							0	0	0	0	0	0	1	0		0	0	0			0	0	1	0	0	0	0	0	0	0	0			0	0	1	1	0	0	0	0	1			0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
alse1251	Alsea-Yaquina	44.408	-123.94	North America	Alsea-Yaquina	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1		0	0	1		1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1		1	1	1	1	0	1	0	1		1	0	1	0	1	1	0	0	0	0		1		0	1	1	1	0	1	1	1	0	1		0	0	0		1	0			0	1	0	0	1			0	0	1	1	0		1						1	0	1	1	1	0	0	0	0	0	0					1	1	0	1	0	0	0	1	1	1										1	0	0	0	1	0		1	0		0		1	0	1	0	0	0	1		0	1	1	0	0	0	0	0	0	0	0			0	1	0						1	1	0	0		0	0	0	1	0	1	0			0	0	0	1	0	0	0	
aluk1238	Alu Kurumba	11.3456	76.7995	Eurasia	Dravidian	0			0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1		1	1	1	1	0	0	0			0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	0		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0		1	0	0	0	0	0	0	1		0		0	1		0	1	0	1	0	1	1		1	0	1		1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0			0	1	0	0	0	2	1	0	1	1	0		0	0	0	0	0	0	1	0		0	1	0	0	0		1	0	1	0	0	0		1	1	0	0		0	0	0	0	0	0	0	0	0	0	1	0	0		0	1	0		0	1	0	0		1		0	0	1	0	1	0	0	1	0	0	1	0	1		0	1
